model,method,period,f,h,predicted_y,error
ANN,PSO,0.8915521788125588,1.0,1.7348473613869229,0.800000647278392,6.472783919964087e-07
ANN,GA,4.474839321903557,-0.22005972444108043,2.21366097986997,0.8066488655696612,0.006648865569661155
